corpus,speaker_id,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,z64
CommonVoice-ES,1b6d383d8c303a09a11dfffa6a671bb3cebba72f59a9e26ed0627dc95ea8435c6aadba701ec89822d2c34719558ca4b32a06ee2f6a8447aa9ef428ec38c5b143,-6.051278,-0.792959,7.7837386,-1.7201896,1.9903814,3.8369958,-4.9322767,-1.691279,0.15839948,-0.7021798,-3.2951808,-0.05766345,-2.2857902,0.8687806,-2.7669597,-1.7979925,-6.397351,0.27000552,-2.9399745,1.6366907,0.37461388,2.196041,1.3558689,-0.47951955,-0.056643195,1.1479417,0.3151099,0.83117855,0.012558139,2.4978297,-0.83343697,0.024148468,-2.497866,-0.42704642,-1.4013476,-1.3854882,-0.72051084,2.4098861,2.5688882,2.4751885,-2.58505,1.3578938,-3.1292624,-1.4153618,4.0899096,-2.2261574,-1.7911394,-3.1904504,0.8163023,-1.560445,0.48600918,0.3242322,0.6175229,0.12305442,-1.1046599,0.16481161,2.6032584,-3.197867,2.7877715,-1.0973294,-3.660548,1.2855248,-0.84817487,-1.8062834
CommonVoice-ES,1b73271c1114ae0394bfe1af7199ccbf67744add220e830f9eae6704812d7ebf53e2f3e6d4ebcdd181630a660725a9d08d31ad7625219470d99c2686413b430e,-9.66397,-2.5152183,3.4909143,1.4697351,1.5755187,-3.6639946,-0.51735187,-1.9548697,-0.6697112,1.4110197,2.4520583,0.3160653,2.5996995,2.7853293,-2.1239345,0.7441854,-0.7960121,1.7428621,-0.24919753,-0.54926246,-2.6937582,-1.6942172,1.2286332,0.8008666,-0.07036991,-2.8185856,0.5300716,-1.5612514,-0.24762578,0.7337054,0.37582433,0.26676452,0.17020617,0.24427944,-4.4936867,-2.1119337,3.0271478,-3.0125716,-1.9297067,-2.4673355,1.1378468,-1.1881874,1.1095474,-2.0882404,-3.4735007,-3.09496,2.6191387,-0.88158846,1.4542441,-4.0131187,-0.09175936,-1.0116688,2.3215327,0.6529747,2.2994645,-0.3882518,4.1509748,1.6118621,-1.2891322,0.61293584,2.7276154,0.77869785,-1.5261405,-0.5780066
CommonVoice-ES,1b7596492eceb1e68cc533cb598bedc7fed9ebe05802179847976839a24276be3e37e260dfe143eafd802b2e0e8a549c255ad3af86f185741cda8865f9250d8b,-6.6169753,-2.1928725,3.2677596,-0.42658415,-0.23083135,1.8882096,2.642821,-2.1457603,1.5254327,0.4005892,-1.5354149,-1.1718595,1.5547389,3.7760327,0.4454726,3.3670053,3.774874,0.25454408,0.3469599,0.8305607,1.4905813,-0.028686356,-2.3828826,2.5506194,-1.8127517,-2.0969484,-1.4362129,3.4655304,-1.9854133,2.1163762,-0.59087604,0.6557214,-1.3074228,1.313913,0.35376284,0.5467855,-0.37811428,-2.7892604,-2.187976,-3.670293,-3.142785,1.9462116,-3.3980381,2.2261612,2.737037,-2.9118657,-0.50059646,-0.7767123,1.3496621,-1.2767116,-1.2521721,-0.16994902,-1.6520791,1.8407702,-2.45958,-1.4840423,-2.4047747,2.2309783,1.7185744,0.29851192,-0.691576,1.5755465,2.8772295,-0.53995216
CommonVoice-ES,1b897fb997e3a769dce8c8959d420c2c5902d94d2932ad1df134d06d06aca0f26d923156e9cea28ec8e9d8eb933202753d11c99a91a44a480adb80f4ca14c76b,-8.606567,-4.4673195,2.4755013,-0.8728632,2.405806,4.6857038,-5.2062654,-2.1175106,-4.075238,-2.2420135,-5.2811365,-1.1908338,1.9986533,4.698116,-1.2982016,-0.43648988,0.25700745,1.9943653,-0.9432914,4.184859,5.6813993,1.76351,-0.59227574,-3.5542424,-1.1923363,-4.8022633,-0.71585745,-0.14915748,-0.3529032,1.9125735,-1.9736407,2.6647968,-1.1536467,-1.3229972,2.8746152,0.6120079,2.0137439,-3.7386684,-1.6131824,-1.3478212,-0.0588304,-0.571866,-1.0119675,4.1657076,-1.1354344,0.580337,-0.86273223,-1.3992885,-0.45267943,1.877652,-0.40585646,-1.7890359,-0.52013206,-2.97028,-2.5256202,0.37023944,-2.219248,2.1055603,2.276422,1.4059683,1.7966237,-1.3710812,-1.480607,0.91709155
CommonVoice-ES,1b8b3cacd4903bf1bdc41bbd902a5b66fc0da8afa6cf6b0bc66b3232eff5e992aede6664d8200a8191da033bb395b6364bb282718d7c71416c852c912318eeba,-8.818221,-3.9067194,3.110788,-0.4318972,-3.034063,-2.4737322,3.0398927,-0.7129871,-2.5317864,3.3341093,-2.6992967,-3.6148877,1.7854953,-1.6803621,-2.097117,3.1404674,0.834062,-1.6756749,3.5194945,3.6084352,0.96590984,-0.20900993,-0.577592,3.924468,1.2595427,-0.22637239,-3.009252,-1.878533,0.6793065,-0.3101004,-3.5221248,-0.41508123,3.9828136,-0.9634191,2.113936,-2.5637226,2.0080597,-3.1423156,0.45498076,-0.12869903,3.1039934,-0.57636255,-1.1459877,2.6832922,-1.1741179,3.6707182,2.6237001,1.6721256,2.3196883,-0.13998076,0.9306402,-1.9364667,2.058301,2.2541904,-0.6158084,-0.4326431,-0.35721165,-0.76757133,-1.0096942,1.8286216,0.42782393,4.2125287,1.2691705,2.0995913
CommonVoice-ES,1b8c0d320f7215895f94928a053a4a5045219a6442ba963eb37c7dbb8eda83f0d60ee974cd5275b8c8bf7f73554625b208d3ed2f235c2ae65f84140e48e6a501,-9.321266,-0.48830014,5.8244705,-0.016237862,1.3701985,0.39730763,-7.995861,2.110609,0.3399771,-2.3526185,1.476547,2.2092772,-1.3661267,-0.49894166,6.3632092,-1.7938327,-1.6077129,0.8804861,0.5876458,4.356092,3.6696057,1.2438846,0.76260525,-1.2744104,0.28054702,2.024347,-3.095745,-4.3659577,0.74013,-1.3849704,0.11857983,2.018955,-0.9474993,-0.93633926,1.7648298,-5.0612297,-0.8284689,2.7365267,1.5439501,3.6349425,2.2691035,-2.6755707,-2.0912127,0.54322875,-0.09332725,-0.64973843,-1.6015348,3.814186,0.8326105,-0.423055,-0.69174373,-0.22607721,-2.9441116,-1.8633759,0.19205868,-1.6184943,-0.72837615,2.2808027,-4.11969,0.6564759,-2.4554589,-0.96893615,-2.774856,4.161287
CommonVoice-ES,1b9272c34aa04b44f4016e6d202697486d728442ab043e211b9dc77d2122a5b8010083afc16209c7a6e6fa598ddbcf7b54a1d8defe267ae0787db474d8276042,-9.4568615,-1.7865951,-4.5265956,-0.14708395,6.0789065,-2.785137,3.4224036,1.2541054,2.286502,-0.042752717,4.0627637,-2.721951,0.9339413,1.3278733,3.610884,2.5208454,3.4733021,3.9796658,0.022489017,0.00089989207,4.875168,2.2485366,0.4772645,-0.0436816,-0.5291542,6.1552963,-7.8537097,2.1090577,-4.170101,0.8754054,-0.8591516,-5.6433578,0.9289786,-2.1669865,2.9410305,0.27271035,0.0617523,-6.589898,-0.109536074,-1.4861016,-1.4529057,-1.6841595,0.96752244,2.5076299,-1.7087861,-0.08981673,0.9752362,0.6479359,0.43897933,-0.3856903,1.6938275,0.62875783,3.54228,-1.3972574,1.036016,0.48869196,0.3059388,-0.8859975,0.092777394,0.6325162,2.4887977,-0.5410217,0.12928711,1.7939429
CommonVoice-ES,1b98bdd8b47de7fbd19768a2a2e9376c0563d0f7550e55707e241a26700d21e4cdf4fade0de2f3c3c20b8688dfc227b1b4309d8aaa6901f9d4f060e98fa93032,-10.035676,-2.3869164,4.0308857,1.6736312,2.7359526,0.28156075,-0.60895365,-1.2173073,2.6944845,3.0848086,3.6971474,-1.1151983,0.12461321,0.7439461,0.16834058,3.2131767,-4.71904,1.8670329,-4.304272,-3.580002,-2.6004343,0.26064286,-0.74416554,-4.9853244,-2.6520636,0.9838939,-2.5545182,-1.9339902,2.6533937,-2.5025096,-2.5612426,-2.8356638,2.5059829,-2.0564256,2.0896263,-1.883702,-0.11017804,0.3341016,-2.15802,-4.1767173,1.3073537,2.2986095,0.97938424,2.4044898,1.3994602,-1.1597009,-0.7107286,-0.6126962,1.0005175,-3.820936,-1.9908987,2.066775,-1.2515935,1.1690006,-1.1766242,1.6947596,-2.7789037,-3.5421388,0.58040124,-2.2962823,-0.83756155,-1.7092725,-1.1934978,-0.8853524
CommonVoice-ES,1b9b228d4d3d341996a7a5fed4996ff58471fe24996f35bb2af2601dadaccb252a6fa04c70a134dd3e7ed16c189fe3246c3e8d8225d56664ef1203e74eda9ddc,-7.5781455,-0.93545055,6.393068,1.3109878,-0.13642953,-1.5582628,0.3576553,-0.06974009,-2.9976585,-0.7084782,-1.0579387,-1.6002271,0.42425677,-0.48202348,-3.0294292,-0.17726627,-4.680137,0.8010488,1.4765078,0.24748398,0.35746422,3.1732876,3.779103,-2.429587,1.5662577,-2.5759828,0.7423313,-4.059341,1.6250851,-1.4010783,2.1629295,0.28516844,2.3766632,-0.37810317,3.3696103,2.1329858,-2.6146708,-2.612355,0.9823329,2.2729712,3.8580348,-0.9283376,-1.8055848,0.5556941,1.611619,1.7602788,-0.33656046,-2.352326,2.0081153,-0.07375744,-3.2505486,-0.614252,1.6138439,-3.4069188,0.43660316,-0.67691237,0.7846852,-1.3330876,2.8686714,0.09325216,-1.8774416,2.4421153,0.91677827,-0.54486763
CommonVoice-ES,1ba2a1bda28234ee8c2dfc103795ff71fd52e58397b8fd85dcd6421b64787041788f261949c9a76d1464c5435467c2b1b5f7e606041e6900a64e1a30648d5dad,-7.7687473,-1.0477902,5.307003,1.2726935,2.2878385,0.047612123,-1.1602886,-2.2675488,0.0028254709,4.463253,-2.4417126,-1.8843495,-1.6097238,-0.67656463,-0.39355206,4.657772,-6.5435376,3.7180686,-2.6998773,-1.0121392,-2.6158297,1.6651696,1.1624575,-0.46385813,-3.2371972,2.1096406,-1.035513,0.5232531,4.6493993,0.35869762,-1.6080796,0.37653962,0.11474327,-2.41015,-0.2444832,3.7055457,0.059264958,-1.2527285,-1.1626551,-3.0142593,0.94535685,3.3975558,-3.322263,-0.64926076,0.07751343,1.3367995,-0.6332085,4.2081804,1.2349265,0.13003513,1.700694,4.020536,0.7689613,-0.9520967,1.8023762,-1.5173225,-0.14190438,1.5055294,2.4424462,0.27961433,2.5077589,-0.9270838,1.4477386,0.70017916
CommonVoice-ES,1ba2f95ec99107a498a9eea6926f76fdb4a6dab1ff6b1c506fb92201eb97ce701f301dceaacf53bf75efa3a1ae59ddf13dc5d1f4550c0b416678f9527849582f,-7.9044027,0.9347892,6.5705223,-5.862324,-1.8397112,0.62772834,-3.1143732,-0.24231882,-1.753095,-1.7174838,-1.2450396,0.5765486,3.4780512,-1.1140009,3.4706452,-0.6946261,4.3081756,0.20401365,2.9604955,1.31898,0.95448387,0.64015424,0.23893037,1.117622,2.4728847,1.0049863,-0.4648216,-4.9742756,1.5585423,2.0230172,0.49324074,4.6580305,1.6447047,-4.5145297,-0.09645194,-1.0217106,-2.4425874,-2.0535238,2.128166,-0.0141896,1.071365,-0.731952,-0.8286747,-1.6718704,2.4618819,1.1018819,-0.32177576,1.9384161,1.1531818,1.8543847,-0.5053496,-0.42602843,-3.3275595,0.24267778,-0.81678337,1.622509,-2.8621135,-2.1937141,3.7276762,0.581284,1.9176786,-1.7033226,-0.2329444,-0.31133404
CommonVoice-ES,1ba7796bb3acab111003a551897146850a07ec03857eac93be08f7836962a2da573fbad9f48d19650b83e1785c9d30c5e40e9fc953077a0072cea756bb1d0eea,-7.6735406,-1.845616,3.5870628,-0.34764382,-3.0125027,-1.7166281,3.0686698,-1.6914865,4.565935,-1.4894636,3.8631065,3.7206612,2.524409,4.2451577,1.2278873,2.9449174,1.2711356,1.782741,5.2944,1.2092111,1.8297225,-1.0775919,1.8416883,3.0957956,1.4518656,-2.3211753,1.2811071,2.2376678,-2.5945728,3.066215,-2.8205683,-1.0287074,-3.0660167,0.88647586,-2.399339,1.5424906,-3.5457513,-1.5371703,2.6238084,-2.3802645,0.4602197,2.4159334,3.3318448,2.192147,-0.8489737,-0.41656515,-0.21463765,2.8733535,-1.6103113,-3.7507675,-2.8366985,1.3400912,-0.56988573,-0.20395783,2.0866878,-0.90061224,-1.3685025,1.8613937,-0.5236207,1.3580874,-0.1670205,-1.0247861,2.2177985,-1.2500834
CommonVoice-ES,1babf939fbc3b0809a9b342ec5b50c995b4edc5285df8b9be62299c67c639dcad0a95071106650111f76d61dc565e3e6834cf5a046ed03398911198afdbc214f,-8.390015,-0.15204309,6.329533,1.2415298,-1.5719346,1.2532554,-4.5648866,-5.402377,3.2009182,0.45554373,2.7563798,-3.9124193,-0.052104946,1.8707539,-4.682132,2.8260176,-3.7417111,-2.3217485,-4.3122153,-1.8299323,1.4572159,-0.96541756,-5.901153,-3.6750956,-0.05047382,0.8318182,-3.3389194,-1.000315,4.653067,-1.8455374,-1.3603883,-4.3481493,0.708919,-4.237824,-0.8008251,-1.4793518,1.8255323,1.148702,1.3335716,-1.7615035,1.0095694,2.4527764,2.0869575,-1.0839696,-4.744869,-1.9150869,-1.1406945,0.47031304,-0.42703754,0.64198595,-4.0212317,0.61256015,-0.42140695,-0.5159053,3.3807828,0.67216855,-0.2483749,0.5169722,-0.6510851,1.3467933,-1.0239024,0.5666757,0.62726074,0.20352373
CommonVoice-ES,1be82b7ae21900dcc58b3e84266c012f58d4079e64e1258f19838b2c83db53ebdf447e7a6f40113acc50d7ecb1095ea0b3dfd8897f8a392568d15257d3ed58e2,-7.0898495,-1.2751231,3.5955727,1.7440225,1.172992,5.452759,-1.2262576,0.0003192795,6.2692637,-1.7147614,3.228219,0.7097988,-0.4334924,-1.0192056,1.4855325,-1.7690415,1.8241178,1.3030176,-1.63488,-2.509175,3.9347324,1.80066,1.2369115,-0.25429776,1.105327,0.7609311,1.5859268,1.2034595,0.5140075,2.2631981,0.75253475,-0.7972681,-0.9162637,-5.1557746,-3.497572,0.64483994,-4.329321,0.7861664,-0.6589229,2.257918,-2.581177,0.8005417,-0.8150228,0.4516805,0.6214118,2.5036137,1.2587934,-1.4467183,-1.7124479,1.2032186,-0.48733458,0.41078687,0.22156462,0.66437477,0.15675646,-1.8283436,1.5240786,-1.73273,-2.6299179,-0.7815898,-1.6493688,-4.520569,0.09684326,-3.061217
CommonVoice-ES,1c36db2df016e1a3e67b9314fcbdb94076418bb5aeb286c3331ebecdb747efe39421001a4bd524dd05da7f568b15119e93ee6a190b0002d74a27db56960fea79,-6.6305604,2.971975,-5.061009,-3.4570537,0.8267382,4.6970177,-0.70257,-0.3737685,-2.6600685,-2.462867,-6.478945,-0.89030164,0.7034821,6.042901,-2.8280072,-3.630909,-0.7405596,1.7159045,-6.2435555,4.422104,3.3018486,-5.193553,1.9906602,-2.3220673,0.20706074,-3.232881,1.6127708,0.10989662,-1.395353,1.1275322,0.93883234,3.496149,-0.4242963,-0.7740094,-1.0433005,2.0184524,-3.7362022,-3.902322,7.09636,-0.9000216,1.1600085,2.419802,0.1520462,2.5697541,-1.2118622,-3.7893672,1.136163,-0.27123025,-6.285417,-4.3863473,1.7878976,1.641444,-2.3148608,2.1473696,0.49776003,1.4096868,-5.6390114,0.84748113,0.1396801,-0.10204271,-2.1717584,-2.1293614,-0.5848914,3.601609
CommonVoice-ES,1c49285d54c8159598b972b2c2ffa1aab40d393258eb2535f0313a49ea75b77306c78278dedda168661888437e025d7e939a069b5bd1832b68f7c4c9241f099f,-6.402883,-0.8767532,8.006534,-1.6705832,3.6522217,6.284623,-0.16225998,-0.710165,8.121725,-3.4216595,-4.8666873,-4.0903583,-2.5412588,-2.1391907,0.77443796,-1.0653994,-4.148674,0.43740442,1.4866457,2.1459284,1.830753,3.463245,0.01677082,-2.8182554,1.5268182,0.7890411,2.2420774,3.7144852,-3.118318,-0.22483988,-2.6252494,-1.3147817,-3.3226776,-3.302588,1.4066603,0.5107025,-0.41167188,2.1997364,0.8366774,0.76184493,-1.253492,1.6279238,2.0775096,-2.0393305,1.3867366,1.4020194,-2.188457,-3.2913265,-1.383077,0.4517295,0.12225222,-1.9918786,2.6553662,-0.09968728,1.2009199,-3.591402,0.6404988,-1.4889559,-1.4084771,-1.8079655,-2.7810726,0.014783016,-2.34556,2.0232522
CommonVoice-ES,1c5e05e460417a916bc435cfb0fa09db2fc9fdb1b8c291634145fd4609a996780aa0f75b66b547de9cb27367bff24b2bf4f4362518f2e820c93a92b09dcee7f6,-7.5354457,1.5488307,-2.6611845,1.6542609,4.0538354,0.12510045,-0.75526386,1.9451661,-1.3069775,-2.1572487,2.5869358,-1.6153455,3.1974785,-1.5267434,-2.5487866,-2.9276278,1.1488034,-1.8529834,-1.8525558,0.67221886,3.1831744,-0.367451,1.5689385,1.1493803,-0.7437837,-0.8403636,-4.1799197,-1.6693367,-3.306904,-3.0407162,-2.3199894,2.7754471,1.4944581,-1.2676471,1.2019314,-1.0068063,1.117845,1.0799417,3.5763464,3.4676263,1.6307824,3.3423653,1.3152989,1.6054825,0.62455106,0.15416518,-2.442665,1.3214482,-1.3134155,1.8231399,0.7869567,2.0681872,-3.0984948,-3.018225,-0.01515967,-0.17356855,1.5871791,1.7754569,1.6213841,-1.8431318,0.49174318,0.5995687,-1.6063529,1.3637381
CommonVoice-ES,1c5e775acd85abef1354c2329be53a8adef8ffe2abe65ba4943e736e36829abda31806b76c7d9a9bb5b81fe5040895a6ec465c444c1344438b30cd443135ebfc,-9.231543,-3.4132411,0.23940137,-0.81538016,5.3171573,5.6573377,-3.3257148,2.1999009,0.38528228,1.6311675,-3.2484596,-0.008738473,-0.5954061,3.6391346,3.0556467,-1.2664841,-4.262437,1.4740348,-2.9685776,0.7911523,-2.613753,1.6915917,-0.18908091,-2.1324914,-3.8876672,-3.3391159,-1.1464413,1.7401472,-4.465847,1.5893152,-1.4982706,0.63839734,-0.80050087,5.1633334,0.9387741,-0.3174252,0.42474765,-2.5764139,0.47997838,-1.2791034,-1.6401162,-1.0719392,3.4474049,1.652438,0.5620098,-0.80850655,-1.3107764,-1.0949678,0.99851143,3.803175,3.4355752,-0.48150235,-3.7205486,0.14059472,1.490981,3.187083,1.4779128,0.6178225,-1.7735981,2.0761988,0.22244215,-0.6176787,0.4266703,-0.7281501
CommonVoice-ES,1c60015d1830de86285b3eb6483279f86c6ed73a583bb583b04c48ad0c875b0c7de3eb06e237a29fe6bb88ffb8f80198ae32144525a7c04786ad7328c0bd4d78,-8.228588,0.9536943,4.255511,-0.7915943,1.7027936,-0.28693599,-2.3805988,-1.4126053,3.4749947,-2.2916892,4.0549035,3.3147724,0.01930368,0.25850067,1.7339597,2.515178,2.2185085,3.626789,-0.52326506,-0.46570545,1.0538411,-1.494605,-2.8760998,-0.6809434,3.324347,-3.0675685,2.1290522,2.7701235,-1.6779939,0.10338888,-1.2670276,-2.500464,-2.453603,-0.2980507,-1.2085104,0.7464131,-2.3759723,-0.13120304,-0.79457605,0.1020425,-1.0271149,1.408256,0.6216731,3.2782946,0.6992255,1.1847098,3.306773,-0.6229318,-4.0077405,-1.4286925,1.4295871,-0.17370409,-2.2476246,-0.03368705,0.30593476,-0.96697795,2.996279,0.20949225,-2.4942021,-2.177063,-2.4569674,-0.21578181,1.62659,1.3614308
CommonVoice-ES,1c6d323eb93c134a8771b9f1de34bdd78c0ca98fab960614cacc8c61eba1cf511b2fdbb9b8e531fb2b8a473396bf45e7eae3709acbfb5e96ab95b4674c0cd62c,-8.575587,2.025543,-3.4468799,5.267684,0.41891608,5.1017475,-0.12867053,4.4375305,2.2821848,-1.8464063,-3.3246007,-4.8767653,2.8893235,-1.5054704,2.8552132,0.58097905,-1.0200336,-2.1361344,3.6783504,-2.215031,1.0201058,1.4888887,1.7886901,-3.5615497,0.26105577,-1.0581849,1.1013205,-1.7962695,-4.1154814,1.9012358,-0.1330386,2.767206,-4.291289,-1.5628947,-1.6241812,0.6682744,2.3072,-3.8158944,-3.70949,-1.7073399,-0.59672374,-1.0589904,-0.12258846,-1.4792318,1.7239693,-0.07590476,-2.685849,-0.030029546,2.358479,-2.4227903,1.7293727,2.1304085,-0.9092384,-0.6085335,-2.972149,-1.1073397,-0.020764071,2.6338673,-1.75057,1.2022241,0.95090204,-2.122522,0.13913652,0.4010851
CommonVoice-ES,1c721fb3615085dca07e7d851f911cb3f6d6443a60f982e1b61b6599140d2e04c907f53558f83e1bcae2bbe155c050100bef08ac9ebd0089a97cd081d5ac978a,-7.065236,-3.8475883,2.146745,-1.4039502,-0.72500867,-2.727447,-1.0738778,1.8728673,-3.0581124,-1.3486953,1.4247704,0.87810445,-1.0041271,2.568754,-4.0846963,-0.7014665,-0.122901954,-0.5993583,1.1303821,-0.46690604,0.67429423,0.051598538,-3.9108298,2.4047394,0.47306007,-3.183037,1.5339658,-1.0677378,-1.7364879,0.9216869,0.44590628,-2.031782,-2.0436122,-1.1986806,3.425733,-0.84150934,0.4652125,-1.1189072,-1.9056352,-0.79676205,1.1522315,-1.7611874,-1.2899739,5.5309787,0.064392075,2.151137,-1.8607123,1.532941,-1.0076063,-1.2427084,1.8465898,-2.0907826,-0.48489276,-0.45526135,1.5866852,2.7479327,1.551823,3.491582,0.32932374,-0.014520692,-1.5204886,-1.0412568,-2.7380028,1.227057
CommonVoice-ES,1c73fd807eea3c7dcf3ed91803317783e7178356afeac1bb63962ea30ffef8e964e102a155bae280f77bbe3e8345cc8b88435b78ba00e9f2901a6af03941cb88,-6.731776,-2.2952702,7.3541684,-2.6992903,0.5444189,2.730629,-0.08803645,-1.2509959,-3.5431097,-5.9020557,0.19961102,1.3554896,-0.9796351,-2.0424995,-1.2953295,0.24952269,5.8072557,1.7233925,0.20712766,5.0941486,4.718694,2.137027,1.1553092,1.0090042,-2.661595,-1.061561,-0.03533953,0.5098668,1.7800893,1.2012453,-3.9164746,-1.0865393,-0.77244824,2.5990024,-3.5626273,-2.3846428,2.6059132,4.0818343,-2.602164,-0.5250745,1.4489782,2.5432522,1.7934864,0.42756242,-0.209199,2.0423005,-0.39904702,1.5348265,-1.8034904,0.9637327,0.13995275,-1.5464582,1.5006442,-0.32138833,0.1665758,-0.53085744,0.10138435,1.6533551,1.3988585,1.6593988,-1.8408617,-0.46286488,-2.4735274,-0.59933156
CommonVoice-ES,1c89ecd556a2cb8b36a01162625b2e71e0d18de78181a0bd424c95d3ccc36cbc25e099f3ac0e32f88c3914e27621291e26229a7870e7b839ab230c507f619e6e,-9.749428,-0.62812465,2.99215,0.15701406,2.6309354,2.8246107,4.625685,3.004722,5.5659423,-1.7517265,0.45114473,-0.72381634,-0.060974974,4.8945365,-1.6488397,-0.13324298,1.1217433,-0.5768102,3.3208861,-1.0394863,-3.2164845,-1.3591685,-1.069777,-1.2403836,-0.9579772,-0.69940954,-2.9377742,1.1208551,-1.1229111,3.5610795,-2.1007907,-1.6331974,-2.0844128,0.6617578,4.7032056,1.8805188,-0.9358797,0.6678161,-3.1173112,0.61646193,0.7593623,2.0977523,0.31099775,4.3487372,-2.2167845,-3.0838022,-2.5230937,2.7744548,-3.2820752,-1.9348046,3.2675173,-0.4253995,-0.5369387,3.0820167,-0.93285084,3.1597464,0.72334456,-1.7741094,-1.1064736,0.6654666,-0.74307394,0.36892977,1.5152513,-0.75990283
CommonVoice-ES,1c8df0bd644a600ae324a772d69db807ddb6cd39866e68792c140967b19e1ef87f1099ad0773cb54289ae88a8e9a7e9c00ebe259a3e456aecfd183930048bae2,-8.09303,-2.6270235,5.6859307,1.8096126,2.961179,-0.14356339,-0.70442593,-1.9512587,1.7974178,2.7489617,3.1414235,0.063527495,-3.4063501,2.1047053,-1.6261939,3.0471523,-1.1161366,-1.5814141,2.8268564,-1.7278086,-2.138461,-1.8587971,-1.418706,3.8671973,2.747003,-1.854943,1.3770872,1.3147968,-0.937542,-0.008057953,0.20609546,0.73315036,-0.9439472,-0.4528643,-1.5364008,2.661108,3.131921,1.2609613,1.0069,0.5656726,1.5957152,-1.5869447,1.0455649,-0.5411755,-1.5952398,-0.27814135,-1.8520929,0.2996031,1.6135814,-0.07319331,-0.3485858,-0.71874464,-0.36806455,1.1177177,-0.25220805,1.1766871,0.49733815,-0.48493364,0.406532,0.24801192,-2.5422635,-1.3253093,-0.3229897,-3.6887264
CommonVoice-ES,1c987cf0d5e55aa87ada2d1809951e7d1621c3d9ce3cb33104f25a1f427e0f21307b4a50e4ce9a767ec143e88778c2d62d8adfec5281e712ba14a76bcb869a71,-8.64185,-3.60986,7.75316,4.8771944,0.5878751,-0.64504546,1.471735,-4.5621676,-2.9504807,-3.4944983,4.0466805,3.2502816,-4.9424105,-1.3236765,-0.21986678,-0.4092994,-3.1035347,0.5035718,-1.5634208,4.6794834,3.467274,-0.015452995,-0.07801026,-1.2124251,0.88848364,0.3388985,1.6457891,1.6481726,1.2581341,0.9169456,1.5449288,-0.84182733,-1.2083346,0.9478632,-2.9822466,-2.115722,-1.7737964,1.1107255,-1.1547999,-0.8571982,1.5237725,-0.78530097,-0.66337943,3.439871,0.066510595,-1.9243948,-1.8904471,2.5310378,0.20684528,1.9009445,0.7386201,-0.52905536,0.9060413,-0.9418934,-2.5627391,-1.2655518,-0.38824385,0.32362178,-1.3695565,0.3495256,-1.4858295,2.1780078,-0.18982387,-2.2497716
CommonVoice-ES,1cbd5485417c6d7786a74f7b5f7c53934087c851ddc02ad502aa32805fac3adc69098f076bca03276080a8c4933e69b6a76835a0f2c271506f3dd40d7f3c0d5a,-7.511118,3.9126272,-5.3083153,-6.3741856,-0.90595526,0.97006327,-3.171722,2.5506508,-0.97990245,1.8365664,0.25864705,-2.2150667,-2.9169502,0.9835946,0.8805554,1.8171757,2.0807905,-2.4555662,3.2272398,1.4674453,0.58050513,3.0054953,-1.4028496,1.8848337,-5.6514482,-0.6319046,-0.87446177,2.5976503,-1.6216305,-3.2960913,2.4682992,2.0816514,1.9421185,0.25691718,-0.7150088,-1.7997392,0.54663783,-0.55124426,-2.858699,1.5252421,-1.462656,-1.2047979,-0.85966396,-1.3646177,1.7580104,1.2200974,-0.8489192,0.026593009,-2.4623535,-2.1409433,2.5205984,2.4518254,2.0225928,1.1035573,-0.109774865,-2.6881335,0.8925485,3.3252144,2.349947,1.6684477,0.46012053,-1.0514225,1.1689851,0.10701323
CommonVoice-ES,1ce33dcba08ddc594500ad070f93d837500d90d7880349c9b2658274630b8d08533631bf8d0a86816ec2329360cb2dabde059c0c1e55830044aebeb5175b31b9,-5.085638,-1.4075705,1.0546278,0.4266428,3.869366,0.19035833,3.6142235,-0.43636495,3.6318042,0.21509185,0.45665434,4.701139,0.29581258,1.9013543,2.677837,2.412854,3.6330392,0.5468886,-0.90030015,0.28415945,0.9375217,0.6372163,-3.1413867,2.6319685,3.690044,-1.8032624,-2.9565742,4.0610166,-2.669895,-1.6103349,-2.2272758,-1.9772059,0.54702044,0.6498545,0.48204643,-1.1670194,1.168843,-0.44003844,-4.8485613,-0.9706297,1.7921878,1.6099186,-0.8951411,2.1077926,0.052856825,1.5073472,-2.267237,2.1369514,1.108077,2.1889715,-2.1277328,-2.087992,0.5421452,4.4850764,-2.640408,0.13784668,-2.2657218,-4.7776957,-1.8133898,-0.70219374,0.6962605,-2.726733,3.3035285,-0.098061614
